title,price,address,item_url,date,Вход,Общая площадь,Этаж,Высота потолков,Отделка,Отопление,Тип сделки,Готовность,Тип здания,Класс здания,Парковка,lat,lon,Отдельный вход,Удалённость от дороги,Мощность электросети,Арендаторы,Количество парковочных мест,Планировка
"Медцентр, спортзал, кафе (гб) 305 м²",57000000,"пр-т Ильгама Шакирова, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/medtsentr_sportzal_kafe_gb_305_m_4503103552?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,11 января 18:51,с улицы,305 м²,1,4 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.85596023866988,48.90971833862301,есть,первая линия,"25 кВт, можно увеличить",помещение сдано,5,
Свободного назначения,25000000,"ул. Айдарова, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4761830898?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,10 января 19:28,с улицы,146 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.86865234,49.09075546,есть,вторая линия и дальше,220 кВт,,,
"Свободного назначения, 1 м²",120000,"Мензелинский тракт, 7ВНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_1_m_4653740715?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,10 января 11:50,с улицы,1 м²,1,6 м,чистовая,автономное,продажа,строится,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.70645523,52.39608002,есть,первая линия,"150 кВт, можно увеличить",,70,
"Свободного назначения, 93.9 м²",7500000,"посёлок ГЭС, Комсомольская наб., 30Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_93.9_m_4460812298?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,10 января 10:37,с улицы,93.9 м²,1,,чистовая,центральное,продажа,в эксплуатации,жилой дом,,на улице,55.693347718944864,52.29662084921265,,,,,,
"Здание, 3782 м²",260000000,"ул. Восстания, 100к5030Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zdanie_3782_m_4360275174?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,9 января 15:06,со двора,3782 м²,,5 м,офисная,центральное,продажа,в эксплуатации,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.832909,49.041008,есть,,300 кВт,помещение сдано,10,
"Свободного назначения, 25 м²",6850000,"ул. Марата Ахметшина, 1с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25_m_4809708100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,9 января 13:48,с улицы,25 м²,1,2.8 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.868369,48.875098,есть,первая линия,21 кВт,помещение сдано,10,
"Кладовка, Склад 2,4м2",990000,"Вахитовский район, Большая Красная ул., 8Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kladovka_sklad_24m2_4643812236?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,9 января 11:05,со двора,2.4 м²,1,3.5 м,чистовая,,продажа,в эксплуатации,жилой дом,,,55.79829407,49.11132813,,,,,,
"Здание, 40 м²",5000000,"ул. Крайнова, 59Ас. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/zdanie_40_m_4729669711?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,4 января 15:15,с улицы,40 м²,,,чистовая,,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",54.902682,49.921725,есть,,,помещение сдано,,
Коммерческое помещение,8500000,"ул. Железнодорожников, 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/kommercheskoe_pomeschenie_4621699390?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,2 января 20:58,,93 м²,1,,офисная,,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.82124202448183,48.89341233950222,,,,помещение сдано,,"кабинетная, открытая"
Коммерческая недвижимость 130 м² с арендатором,15000000,"ул. Крайнова, 59Ас. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/kommercheskaya_nedvizhimost_130_m_s_arendatorom_4729595491?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,1 января 10:21,,120 м²,,,чистовая,,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",54.902682,49.921725,,,,помещение сдано,,
Торговая площадь 48.61кв.м,270000,"ул. Рауиса Гареева, 103Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_48.61kv.m_4576201781?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,28 декабря 2024,с улицы,48.61 м²,1,4 м,без отделки,центральное,продажа,строится,жилой дом,,на улице,55.72227859,49.17256546,,,,,,
"Торговая площадь, 40.92 м²",13258080,"ул. Баки Урманче, 10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_40.92_m_4580615592?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,27 декабря 2024,с улицы,40.92 м²,1,,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная",55.730685753283005,49.16873043118287,есть,первая линия,,,,
"Свободного назначения, 55.22 м²",16566000,"жилой комплекс Статный, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_55.22_m_4622097733?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,26 декабря 2024,с улицы,55.22 м²,1,4 м,без отделки,,продажа,строится,жилой дом,,на улице,55.817026,49.199578,,,,,,
"Свободного назначения, 70.68 м²",21204000,"жилой комплекс Статный, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_70.68_m_4621701100?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,26 декабря 2024,со двора,70.68 м²,1,4 м,без отделки,,продажа,строится,жилой дом,,на улице,55.817026,49.199578,,,,,,
"Свободного назначения, 83.71 м²",25113000,"жилой комплекс Статный, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_83.71_m_4622055370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJmUnl2b0ZmZ0dNaTFQSlRkIjt9FQnwPz8AAAA,26 декабря 2024,со двора,83.71 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.817026,49.199578,,,,,,
"Торговая площадь, 674.1 м²",40000000,"Солнечная ул., 15Дс. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/torgovaya_ploschad_674.1_m_4730234584?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,26 декабря 2024,с улицы,674.1 м²,1,,чистовая,центральное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная",54.912641,49.924573,,первая линия,,помещение сдано,,
"Свободного назначения, 75 м²",13800000,"Детский пр., 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_75_m_4497218142?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,25 декабря 2024,с улицы,75 м²,1,2.8 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.67949465679427,49.20066550760595,есть,первая линия,"8 кВт, можно увеличить",помещение сдано,6,
"Продажа производственно складского помещения, 3618 кв.м",389900000,"Двориков пр., 5с. Набережные Моркваши",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_proizvodstvenno_skladskogo_pomescheniya_3618_kv.m_4327876261?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,25 декабря 2024,с улицы,3618 м²,1,7 м,чистовая,,продажа,,административное здание,,на улице,55.756229,48.826068,,,,,,
"Торговая площадь, 54 м²",6500000,"Мебельная ул., 16Чистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/torgovaya_ploschad_54_m_4508640370?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,23 декабря 2024,с улицы,54 м²,1,2.5 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.381859,50.679589,есть,первая линия,,,,
"Свободного назначения с арендаторами(габ), 255 кв",16950000,"пр-т Химиков, 15БНижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_s_arendatoramigab_255_kv_4622400369?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,23 декабря 2024,с улицы,255 м²,1,,чистовая,,продажа,в эксплуатации,административное здание,,на улице,55.62275696,51.78985214,есть,вторая линия и дальше,,,,
"Свободного назначения, 88.7 м²",500,"ул. Петра Чайковского, 12АБугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_88.7_m_4623530317?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,23 декабря 2024,с улицы,88.7 м²,1,,без отделки,,продажа,в эксплуатации,другой,,"на улице, бесплатная, подходит для грузового транспорта",54.533075,52.839785,,первая линия,,,,
"Свободного назначения, 131.9 м² с НДС",19500000,"мкр-н Замелекесье, 20-й мкр-н, 6Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_131.9_m_s_nds_4328267764?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,22 декабря 2024,с улицы,131.9 м²,1,,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.681635,52.333127,есть,первая линия,220 кВт,,30,
Свободного назначения,17880000,"ул. Мазита Гафури, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4612011067?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,20 декабря 2024,с улицы,145.4 м²,1,,без отделки,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.7714119,49.10360336,есть,первая линия,"5 кВт, можно увеличить",,,
Свободного назначения,9990000,"Горсоветская ул., 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4698136223?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,18 декабря 2024,со двора,43 м²,1,3.1 м,офисная,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.817055473812346,49.085625397664515,есть,вторая линия и дальше,15 кВт,помещение сдано,,
"Свободного назначения, 48.5 м²",8245000,"ул. Марата Ахметшина, 4с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_48.5_m_4590470621?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,48.5 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86888780703876,48.87344021691892,,,,,,
"Свободного назначения, 65.8 м²",10199000,"ул. Марата Ахметшина, 4с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_65.8_m_4590363903?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,65.8 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.868924002619416,48.87346167459103,,,,,,
"Свободного назначения, 79 м²",12245000,"ул. Марата Ахметшина, 4с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_79_m_4589495332?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,79 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86903258915808,48.873161267181366,,,,,,
"Свободного назначения, 73.1 м²",11330500,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_73.1_m_4590350281?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,73.1 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86929802163576,48.87453455819699,,,,,,
"Свободного назначения, 94.1 м²",14115000,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_94.1_m_4590038151?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,94.1 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86928819452677,48.87432192341632,,,,,,
"Свободного назначения, 47.1 м²",8007000,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_47.1_m_4589679964?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,47.1 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.869370411995305,48.87438435449215,,,,,,
"Свободного назначения, 60.1 м²",9315500,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_60.1_m_4590425139?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,60.1 м²,1,,без отделки,,продажа,в эксплуатации,жилой дом,,на улице,55.86926546149537,48.87438776455686,,,,,,
"Торговая площадь, 386.6 м²",92784000,"Спартаковская ул., 2к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_386.6_m_4396919869?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,386.6 м²,1,,чистовая,центральное,продажа,в эксплуатации,торговый центр,,на улице,55.781169083917725,49.12689519273251,есть,первая линия,,помещение сдано,,
Торговая площадь,7500000,"Октябрьская ул., 17с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/torgovaya_ploschad_4698358570?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,12 декабря 2024,с улицы,145.2 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.881561,48.869304,есть,первая линия,,,,
"Свободного назначения, 137 м²",12500000,"пр-т Габдуллы Тукая, 9Ас4Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_137_m_4626540041?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,11 декабря 2024,со двора,137 м²,1,,чистовая,автономное,продажа,в эксплуатации,другой,,"на улице, бесплатная",54.91058046256059,52.31611872078735,есть,вторая линия и дальше,"8 кВт, можно увеличить",помещение сдано,4,
"Продается габ (аптека и русалка), 136кв.м",38000000,"Маршальская ул., 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_gab_apteka_i_rusalka_136kv.m_4628365278?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,11 декабря 2024,с улицы,136 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.768618,49.165793,есть,первая линия,30 кВт,помещение сдано,,
"Склад, 63.5 м²",4000000,"Южно-Промышленная ул., 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_63.5_m_4406113596?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,11 декабря 2024,с улицы,63.5 м²,1,,чистовая,нет,продажа,в эксплуатации,другой,B,"на улице, бесплатная",55.725032,49.113942,есть,,,,,
Теплый склад -производство 1490 м2 В+ класса в Новониколаевке М7 с воротами на нуле,150000000,территория Промышленная Площадка Индустриальный Парк М-7 № 2Казань,https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_-proizvodstvo_1490_m2_v_klassa_v_novonikolaevke_m7_s_vorotami_na_nule_4295947648?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,11 декабря 2024,со двора,1490 м²,1,8 м,чистовая,,продажа,,другой,,на улице,55.886983,48.956638,,,,,,
Продается производственно-складское помещение,39000000,"Южно-Промышленная ул., 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskoe_pomeschenie_4505219701?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,со двора,796.5 м²,1,4.8 м,чистовая,,продажа,,другой,B,на улице,55.725128,49.120086,,,30 кВт,,,
Продается производственно-складское помещение на пандусе,49900000,"Южно-Промышленная ул., 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskoe_pomeschenie_na_panduse_4505040001?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,со двора,1201.2 м²,1,4 м,чистовая,,продажа,,другой,B,на улице,55.725128,49.120086,,,30 кВт,,,
"Продается помещение г.Нижнекамск, ул.Тукая, д.31",20000000,"ул. Тукая, 31Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_g.nizhnekamsk_ul.tukaya_d.31_4596398989?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,с улицы,90 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.627244,51.806193,есть,первая линия,10 кВт,,,
Продажа габ (Готовый Арендный Бизнес) 58.9 м²,8250000,"ул. Раскольникова, 69АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodazha_gab_gotovyy_arendnyy_biznes_58.9_m_4844393962?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,10 декабря 2024,с улицы,58.9 м²,1,2.7 м,чистовая,,продажа,в эксплуатации,другой,,на улице,55.743725,52.374701,есть,,20 кВт,помещение сдано,,
Офис,3990000,"Корабельная ул., 1Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/ofis_4438869731?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,,32.5 м²,1,2.7 м,офисная,,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.61915057866484,51.805095598604254,,,15 кВт,помещение сдано,10,открытая
"Продается помещение г.Нижнекамск, ул.Тукая, д.31",50000000,"ул. Тукая, 31Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_g.nizhnekamsk_ul.tukaya_d.31_4596481426?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,с улицы,260.4 м²,1,3 м,чистовая,центральное,продажа,в эксплуатации,жилой дом,,"на улице, бесплатная",55.627244,51.806193,есть,первая линия,35 кВт,,,
"ЖК ""Баталловский"", ПСН в рассрочку на 2 года, 114",28710000,"ул. Братьев Батталовых, 20Ак2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/zhk_batallovskiy_psn_v_rassrochku_na_2_goda_114_4397465835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,с улицы,114.84 м²,1,3.5 м,без отделки,центральное,продажа,строится,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.72222890991955,49.18368756875609,есть,первая линия,,,,
Теплый складской комплекс 10400м2 В+ класса в Новониколаевке М7 с воротами на нуле и пандусе,1440000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_skladskoy_kompleks_10400m2_v_klassa_v_novonikolaevke_m7_s_vorotami_na_nule_i_panduse_4296287559?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiI1V0FGbktRdGdGemhpb2txIjt9zPkViD8AAAA,9 декабря 2024,со двора,10400 м²,1,,чистовая,,продажа,,другой,,на улице,55.894354,48.967849,,,,,,
