title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания
Офис,25000,"ул. Фатыха Амирхана, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7355121438?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,,12 м²,1,,офисная,,,прямая,6 мес.,жилой дом,,на улице,55.84043503,49.13525772,есть,,,,,
Свободного назначения,120000,"посёлок Орловка, Орловская ул., 210Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7310931826?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,138.8 м²,1,3.8 м,чистовая,,,прямая,,административное здание,,на улице,55.71142146235576,52.39474678092458,есть,,,,,
"Торговая,от 60 до 127 м²",1300,"Московский пр-т, 35Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovayaot_60_do_127_m_7351879901?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,1 м²,1,4 м,без отделки,"24 кВт, можно увеличить",,прямая,,административное здание,,"на улице, бесплатная",55.71209777552619,52.37509118645423,есть,20,,,,
Первая линия на выезде из города,2500,"Советский район, жилой массив Большие Клыки, Магистральная ул., 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pervaya_liniya_na_vyezde_iz_goroda_7337355146?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,52 м²,1,2.6 м,чистовая,15 кВт,,прямая,12 мес.,другой,,на улице,55.79588493135607,49.23262813165672,есть,,,возможна,,
"Свободного назначения, 66 м²",79200,"ул. Горьковское Шоссе, 49к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_66_m_7314191199?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,66 м²,1,,офисная,,центральное,прямая,11 мес.,бизнес-центр,первая линия,"на улице, бесплатная",55.825669,49.023248,,,,,,
"Торговое помещение на первой линии, 40 м²",60000,"ул. Кул Гали, 34Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_pervoy_linii_40_m_7321484462?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,40 м²,1,3 м,чистовая,15 кВт,центральное,прямая,12 мес.,жилой дом,первая линия,"на улице, бесплатная",55.750109,49.245815,есть,,,,,
Торговая площадь,100000,"Зелёная ул., 7пос. Садовый",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7322908999?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,52 м²,1,4.5 м,чистовая,50 кВт,,прямая,12 мес.,торговый центр,,на улице,55.90793673820955,48.75422112367633,есть,,,возможна,,
"Сдам помещение свободного назначения, 120 м²",1000,"ул. Нариманова, 8/1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sdam_pomeschenie_svobodnogo_naznacheniya_120_m_7337826088?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,120 м²,1,4.5 м,чистовая,,,прямая,11 мес.,торговый центр,,на улице,55.719627,52.362753,есть,,,,,
Помещение свободного назначения,80500,"Набережная ул., 11к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_7347115969?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,со двора,есть,92 м²,1,3 м,офисная,,,прямая,11 мес.,административное здание,,на улице,55.80063326149598,49.043991945410994,есть,,эксплуатационные,,,
"Свободного назначения, 56 м²",1100,"Лесная ул., 75Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_56_m_7300431116?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,56 м²,1,3.3 м,чистовая,380 кВт,центральное,прямая,11 мес.,торговый центр,вторая линия и дальше,"на улице, бесплатная",55.66540909,51.8249588,есть,,,,,
"Помещение 61.2 м² под маникюр, фитнес, пвз",91800,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_61.2_m_pod_manikyur_fitnes_pvz_7312805229?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,61.2 м²,1,2.8 м,офисная,10 кВт,центральное,прямая,1 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.748772,49.182124,,,,,,
Аренда 80 кв м в ЖК Элегия,144000,"ул. Горьковское Шоссе, 2Ак1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arenda_80_kv_m_v_zhk_elegiya_7310127395?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,1 неделю назад,с улицы,есть,80 м²,1,5 м,без отделки,"20 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.82550049,49.04116058,есть,2,,,,
"Свободного назначения, 20 м²",40000,"ул. Адоратского, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_7314986592?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,,20 м²,1,,офисная,,центральное,субаренда,,жилой дом,первая линия,"на улице, бесплатная",55.820086,49.146739,есть,,коммунальные,,,
"Торговая площадь, 18 м²",20000,"пр-т Победы, 206Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_18_m_7327443366?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,,18 м²,1,2.5 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.803115,49.210385,есть,,,,,
Свободного назначения,45000,"ул. Четаева, 20Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7350886290?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,,35 м²,1,2.6 м,чистовая,,,прямая,6 мес.,жилой дом,,на улице,55.8233880982403,49.13067460485186,есть,,,,,
"Пвз, магазин, офис, 39 м2",60000,"ул. Академика Сахарова, 6Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pvz_magazin_ofis_39_m2_7294632866?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,есть,39 м²,1,2.6 м,чистовая,5 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.7781868,49.23227692,есть,5,,,,
"Аренда. Склад, 126 м², 144 м², 514 м²",600,"Металлургическая ул., 95Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/arenda._sklad_126_m_144_m_514_m_7307986652?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJhSnd5Y1g5WXZ3NVhubzg4Ijt9s8cfBz8AAAA,2 недели назад,с улицы,есть,126 м²,1,4 м,чистовая,100 кВт,автономное,прямая,11 мес.,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.689948,52.489254,,30,,,,
Свободного назначения,40000,"ул. Чехова, 20Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7293351941?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,50 м²,1,3 м,офисная,250 кВт,,прямая,12 мес.,жилой дом,,"на улице, бесплатная",54.90828705,52.30489349,есть,10,,,,
Сдается помещение свободного назначения,1100,"пр-т Хасана Туфана, 8Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/sdaetsya_pomeschenie_svobodnogo_naznacheniya_7321968131?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,103 м²,1,,чистовая,,,прямая,,жилой дом,,на улице,55.739129,52.417424,,,,,,
"Свободного назначения, 150 м²",900,"Машиностроительная ул., 90Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_150_m_7333758705?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,150 м²,1,3 м,чистовая,"50 кВт, можно увеличить",,прямая,11 мес.,бизнес-центр,,"на улице, бесплатная, подходит для грузового транспорта",55.738302,52.445129,есть,50,,,,
Торговая площадь 44 кв.м,110000,"пр-т Ямашева, 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_44_kv.m_7320036850?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,44 м²,1,2.8 м,офисная,,,прямая,,административное здание,вторая линия и дальше,на улице,55.826529,49.099461,,,,,,
"Торговая площадь, 60 м²",35000,"ул. Гагарина, 33Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_60_m_7327087719?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,60 м²,1,,офисная,"5 кВт, можно увеличить",,прямая,11 мес.,жилой дом,первая линия,"на улице, бесплатная",54.59795126450543,52.45399072144104,есть,10,эксплуатационные,,,
Сдам комфортный офис,20000,"Ново-Савиновский район, Меридианная ул., 10Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_komfortnyy_ofis_7313078071?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,13.4 м²,1,2.8 м,чистовая,,,прямая,,жилой дом,,на улице,55.82062149,49.11753464,есть,,,,,
"Торговый павильон Халитова,2",60000,"ул. Халитова, 2Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovyy_pavilon_halitova2_7303606881?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,15 м²,1,,чистовая,,,прямая,,другой,,на улице,55.81932831,49.18629074,есть,,,,,
Сдается торговое помещение на трафике,130000,"Ленинградская ул., 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdaetsya_torgovoe_pomeschenie_na_trafike_7321319718?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,60.5 м²,1,,чистовая,,,прямая,,жилой дом,,на улице,55.861757,49.085564,,,,,,
"Свободного назначения, 30 м²",60000,"ул. Максимова, 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_30_m_7314274221?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,30 м²,1,,офисная,,центральное,прямая,11 мес.,другой,первая линия,"на улице, бесплатная",55.861676,49.091008,,,,,,
"Свободного назначения, 141.3 м²",282700,"Приволжский район, мкр-н Горки-3, мкр-н Экопарк Дубрава, ул. Абубекира Терегулова, 12Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_141.3_m_7321938776?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,141.3 м²,1,3 м,без отделки,15 кВт,центральное,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.73554569101963,49.20770599538415,есть,,,,,
"Свободного назначения, 63 м²",850,"1-й комплекс, 9АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_63_m_7307134721?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,63 м²,1,3.5 м,чистовая,,центральное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.74367650082068,52.42511186109638,,30,,,,
Свободного назначения,1230,"Мензелинский тракт, 3Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7307481639?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,55 м²,1,3 м,чистовая,15 кВт,,прямая,11 мес.,административное здание,,"на улице, бесплатная, подходит для грузового транспорта",55.70637894,52.39430237,есть,15,,,,
"Торговая площадь, 37 м²",37000,"ул. Бурхана Шахиди, 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_37_m_7304110965?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,20 м²,1,,чистовая,,центральное,прямая,11 мес.,торговый центр,первая линия,на улице,55.786769,49.106549,,,"коммунальные, эксплуатационные",,,
"Офис, 46.9 м²",60970,"ул. Восстания, 100к9190Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_46.9_m_7338349460?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,,,46.9 м²,1,3 м,офисная,"15 кВт, можно увеличить",,прямая,11 мес.,административное здание,,"на улице, бесплатная",55.833668,49.051617,,70,"коммунальные, эксплуатационные",,кабинетная,
Аренда/Продажа,2000,"ул. 30 лет Победы, 21Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/arendaprodazha_7294298148?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,100 м²,1,4 м,чистовая,"40 кВт, можно увеличить",,прямая,11 мес.,торговый центр,,на улице,55.632086620224364,51.78965562339817,есть,,,возможна,,
Торговая площадь,130000,"ул. Серова, 22/24Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7327679833?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,110 м²,1,,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.82420349,49.07065964,есть,,,,,
Сдаю торговое помещение 137м² на первой линии Мамадышского тракта,2500,"ул. Мамадышский Тракт, 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdayu_torgovoe_pomeschenie_137m_na_pervoy_linii_mamadyshskogo_trakta_7321917026?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,136.7 м²,1,,офисная,,,прямая,,административное здание,,на улице,55.795864,49.227624,,,,,,
"Свободного назначения, склад, производство",25000,"ул. Клары Цеткин, 31/106Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_sklad_proizvodstvo_7355334846?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,со двора,,35 м²,1,2.8 м,чистовая,,,прямая,11 мес.,другой,,"на улице, бесплатная",55.79719925,49.05095291,есть,20,"коммунальные, эксплуатационные",,,
Свободного назначения,1000,"пр-т Мира, 110Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7307120688?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,45 м²,1,,чистовая,,,прямая,,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.63219847242147,51.78682096103877,есть,,,,,
"Свободного назначения, 5 м²",25000,"ул. Пушкина, 40Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_5_m_7308373040?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,со двора,,5 м²,1,3 м,чистовая,,,прямая,,другой,,на улице,55.79308701,49.1252861,есть,,,,,
"Торговая площадь, рядом станция вокзал",900,"Вокзальная ул., 37Арск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_ryadom_stantsiya_vokzal_7317385580?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,30 м²,1,3.5 м,без отделки,,,прямая,,торговый центр,,на улице,56.07785416,49.8885231,есть,,коммунальные,,,
"Помещение 18 м² под салон, студию, склад",27000,"ул. Профессора Камая, 10к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_18_m_pod_salon_studiyu_sklad_7312024578?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,18 м²,1,2.8 м,офисная,10 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.74877167,49.18212509,есть,,,,,
"Помещение 101.5 м² под магазин, офис, салон",162400,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_101.5_m_pod_magazin_ofis_salon_7312902008?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,101.5 м²,1,2.8 м,офисная,10 кВт,центральное,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,,,,,,
"Торговая площадь, 65 м²",65000,"ул. Горьковское Шоссе, 49к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_65_m_7314753575?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,65 м²,1,,офисная,,центральное,прямая,11 мес.,бизнес-центр,первая линия,на улице,55.825669,49.023248,,,,,,
"Свободного назначения, 118 м²",118000,"ул. Горьковское Шоссе, 49к1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_118_m_7314695780?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,со двора,есть,118 м²,1,,чистовая,,центральное,прямая,11 мес.,бизнес-центр,первая линия,на улице,55.825669,49.023248,,,,,,
"Сдам торговое помещение, 12.5 м²",40000,"ул. Восстания, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_12.5_m_7294385421?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,12.5 м²,1,,офисная,,,прямая,,другой,,на улице,55.836504,49.100162,,,,,,
"Свободного назначения, 120 м²",500,"ул. Нурихана Фаттаха, 21/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_120_m_7294154150?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,120 м²,1,3 м,без отделки,15 кВт,центральное,прямая,,жилой дом,первая линия,"на улице, бесплатная",55.86796307071091,48.88375215348371,есть,10,,,,
Торговая площадь,30000,"ул. Свободы, 107Лениногорск",https://www.avito.ru/leninogorsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7317365561?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,,76 м²,1,3 м,чистовая,220 кВт,,прямая,,жилой дом,,на улице,54.59181595,52.47275162,есть,,,,,
"Свободного назначения, 88.4 м²",3500,"ул. Николая Ершова, 76/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_88.4_m_7329652783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,88.4 м²,1,4 м,чистовая,,центральное,прямая,11 мес.,административное здание,первая линия,"на улице, бесплатная",55.80018,49.181998,,30,,,,
"Теплый склад, Химиков,1А",1000,"ул. Химиков, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_himikov1a_7314066530?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJzZzBJYTBEdEszbWJIU21OIjt9PE7W5j8AAAA,2 недели назад,с улицы,есть,95 м²,1,5 м,чистовая,,,прямая,11 мес.,другой,,на улице,55.86085892,49.01537704,есть,,,,,
