title,price,address,item_url,date,Вход,Отдельный вход,Общая площадь,Этаж,Высота потолков,Отделка,Мощность электросети,Отопление,Тип аренды,Минимальный срок аренды,Тип здания,Удалённость от дороги,Парковка,lat,lon,Арендные каникулы,Количество парковочных мест,Платежи включены,Аренда части,Планировка,Класс здания,city,street,total_price,price_per_meter,is_per_meter_price
Помещение свободного назначения на хорошем трафике,86000,"Революционная ул., 1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_na_horoshem_trafike_4632658884?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,10 февраля 13:33,с улицы,есть,86.0,1.0,3.1 м,без отделки,15 кВт,,субаренда,,административное здание,,нет,55.816915,48.897304,,,,,,,Казань,Революционная ул.,86000.0,1000.0,False
"Сдается помещение в центре на Чернышевского, 107м2",267500,"ул. Чернышевского, 28Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdaetsya_pomeschenie_v_tsentre_na_chernyshevskogo_107m2_4632535270?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,10 февраля 13:33,с улицы,,107.0,1.0,2.5 м,чистовая,10 кВт,,прямая,,другой,,на улице,55.789902,49.105372,,,,,,,Казань,ул. Чернышевского,267500.0,2500.0,False
"1 этаж, новый ЖК Элегия, потолок 5 м, 80 м²",144000,"ул. Горьковское Шоссе, 2Ак3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/1_etazh_novyy_zhk_elegiya_potolok_5_m_80_m_4404564569?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,10 февраля 13:22,с улицы,есть,80.0,1.0,5 м,без отделки,"30 кВт, можно увеличить",центральное,прямая,11 мес.,жилой дом,первая линия,на улице,55.826069429664805,49.04207533862301,есть,,,,,,Казань,ул. Горьковское Шоссе,144000.0,1800.0,False
Торговая площадь,45000,"ул. Аманат, 4д. Куюки",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_4717592723?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,7 февраля 23:03,с улицы,есть,24.0,1.0,2.5 м,офисная,"50 кВт, можно увеличить",,прямая,,другой,,на улице,55.72335815,49.31431961,есть,,,,,,Куюки,"ул. Аманат, 4д.",45000.0,1875.0,False
Свободного назначения,65000,"ул. Ленина, 25Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4567247517?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,7 февраля 20:31,с улицы,есть,61.0,1.0,3 м,чистовая,,,прямая,,жилой дом,,на улице,54.90287663016622,52.30185073857673,есть,,,,,,Альметьевск,ул. Ленина,65000.0,1065.5737704918033,False
Свободного назначения,154000,"ул. Александра Курынова, 5к3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4592672768?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,6 февраля 16:27,с улицы,есть,70.0,1.0,4 м,без отделки,"10 кВт, можно увеличить",,прямая,,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.79955292,49.23970413,есть,8.0,,,,,Казань,ул. Александра Курынова,154000.0,2200.0,False
"Свободного назначения, 83 м²",82000,"Машиностроительная ул., 121Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_83_m_4567122747?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,6 февраля 13:27,с улицы,есть,83.0,1.0,3.5 м,чистовая,"50 кВт, можно увеличить",,прямая,,торговый центр,,"на улице, бесплатная",55.74651718,52.46373367,есть,50.0,эксплуатационные,возможна,,,Набережные Челны,Машиностроительная ул.,82000.0,987.9518072289156,False
"Торговая площадь, 48 м²",95000,"пр-т Мира, 45Нижнекамск",https://www.avito.ru/nizhnekamsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_48_m_4685939357?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,5 февраля 15:16,с улицы,есть,48.0,1.0,4 м,чистовая,"30 кВт, можно увеличить",,прямая,11 мес.,торговый центр,,"на улице, бесплатная, подходит для грузового транспорта",55.64739609,51.81334305,есть,,,,,,Нижнекамск,пр-т Мира,95000.0,1979.1666666666667,False
65 м² на трафике у Метро,130000,"ул. Декабристов, 184Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/65_m_na_trafike_u_metro_4792105051?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,4 февраля 18:16,с улицы,есть,65.0,1.0,3.2 м,чистовая,"20 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.84125228453064,49.08289713128279,есть,,,,,,Казань,ул. Декабристов,130000.0,2000.0,False
"Свободного назначения, 20 м²",25000,"3-й комплекс, 1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_20_m_4939715015?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,4 февраля 15:03,с улицы,есть,20.0,1.0,3 м,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.744383420189614,52.41163895239253,есть,,,,,,Набережные Челны,3-й комплекс,25000.0,1250.0,False
Свободного назначения,75000,"ул. Юлиуса Фучика, 99АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4669825198?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,4 февраля 14:29,с улицы,,50.0,1.0,,чистовая,,,прямая,11 мес.,жилой дом,,"на улице, бесплатная",55.75418091,49.22977066,есть,6.0,,,,,Казань,ул. Юлиуса Фучика,75000.0,1500.0,False
Павильон с отличным трафиком,60300,"ул. Николая Ершова, 1ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_s_otlichnym_trafikom_4600772770?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,3 февраля 18:33,с улицы,,13.4,1.0,2.4 м,чистовая,,,субаренда,,административное здание,,нет,55.792979,49.15186,,,,,,,Казань,ул. Николая Ершова,60300.0,4500.0,False
Павильон с отличным трафиком,120600,"ул. Николая Ершова, 1ВКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_s_otlichnym_trafikom_4601182590?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,3 февраля 18:33,с улицы,,26.8,1.0,2.4 м,чистовая,10 кВт,,субаренда,,административное здание,,нет,55.792979,49.15186,,,,,,,Казань,ул. Николая Ершова,120600.0,4500.0,False
Торговая площать,142100,"ул. Туфана Миннуллина, 8Б/15Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschat_4405133779?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,3 февраля 17:08,с улицы,есть,98.0,1.0,,офисная,,,прямая,,жилой дом,,на улице,55.776909988073285,49.13200647938365,есть,,эксплуатационные,,,,Казань,ул. Туфана Миннуллина,142100.0,1450.0,False
"Свободного назначения, 14 м²",1700,"пр-т Нефтяников, 7Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_14_m_4501688769?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,3 февраля 14:03,с улицы,есть,14.0,1.0,,офисная,,,субаренда,11 мес.,другой,,"на улице, бесплатная",55.75111771,52.01456451,есть,,коммунальные,,,,Елабуга,пр-т Нефтяников,23800.0,121.42857142857143,True
"Свободного назначения, 25 м²",25000,"ул. Ленина, 51Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_25_m_4391780156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,1 февраля 18:23,с улицы,есть,25.0,1.0,2.5 м,чистовая,,,прямая,11 мес.,жилой дом,,нет,55.845516,48.515871,есть,,коммунальные,,,,Зеленодольск,ул. Ленина,25000.0,1000.0,False
"Производство, 70 м²",547,"2-я Гаражная ул., 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvo_70_m_4577467068?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,1 февраля 12:42,со двора,есть,70.0,1.0,4 м,чистовая,50 кВт,,прямая,11 мес.,другой,,"на улице, бесплатная",55.745078,49.107465,есть,2.0,,,,,Казань,2-я Гаражная ул.,38290.0,547.0,True
Павильон 30м возле остановки,55000,"ул. Фрунзе, 1АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_30m_vozle_ostanovki_4391777551?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,1 февраля 09:22,с улицы,есть,30.0,1.0,2.5 м,офисная,20 кВт,,прямая,11 мес.,другой,,"на улице, бесплатная",55.82597874503658,49.04334969708339,есть,,эксплуатационные,,,,Казань,ул. Фрунзе,55000.0,1833.3333333333333,False
"В ТК ""Савиново"", торговое на 1 этаже по 25 м",50000,"пр-т Ямашева, 93Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/v_tk_savinovo_torgovoe_na_1_etazhe_po_25_m_4685545385?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,31 января 13:19,с улицы,,25.0,1.0,,чистовая,,,прямая,11 мес.,торговый центр,,"на улице, бесплатная",55.82602692,49.14880371,есть,100.0,,,,,Казань,пр-т Ямашева,50000.0,2000.0,False
Помещение возле метро,80000,"ул. Рихарда Зорге, 75Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_vozle_metro_4946183285?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,31 января 08:27,с улицы,есть,67.7,1.0,2.9 м,офисная,3 кВт,,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.74846848869214,49.21329798289599,есть,8.0,,,,,Казань,ул. Рихарда Зорге,80000.0,1181.6838995568685,False
"Свободного назначения, 54.2 м²",800,"ул. Сулеймановой, 5Альметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_54.2_m_4774388124?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,30 января 20:39,с улицы,есть,54.2,1.0,,офисная,,,прямая,,жилой дом,,"на улице, бесплатная",54.909639,52.329614,есть,,,,,,Альметьевск,ул. Сулеймановой,43360.0,800.0,True
Торговое помещение офис 106 кв.м,477000,"Ново-Песочная ул., 40Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_ofis_106_kv.m_4391703746?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,30 января 09:38,с улицы,,106.0,1.0,3.5 м,чистовая,,,прямая,,жилой дом,,на улице,55.776618,49.136966,,,,,,,Казань,Ново-Песочная ул.,477000.0,4500.0,False
"Свободного назначения, 16 м²",10000,"пр-т Раиса Беляева, 12ДНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_16_m_4491070007?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,29 января 15:24,с улицы,,16.0,1.0,,без отделки,,центральное,субаренда,,торговый центр,первая линия,"на улице, бесплатная",55.7343222777306,52.40403039615631,,,"коммунальные, эксплуатационные",,,,Набережные Челны,пр-т Раиса Беляева,10000.0,625.0,False
Свободного назначения,136500,"ул. Юлиуса Фучика, 99АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4638094847?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,29 января 12:28,с улицы,,105.0,1.0,,чистовая,,,прямая,11 мес.,жилой дом,,на улице,55.75418091,49.22977066,есть,,,,,,Казань,ул. Юлиуса Фучика,136500.0,1300.0,False
"Торговая площадь, 45 м²",58500,"ул. Нурихана Фаттаха, 17/4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_45_m_4623384332?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,29 января 08:11,с улицы,,45.0,1.0,3 м,чистовая,"10 кВт, можно увеличить",,прямая,,жилой дом,,"на улице, бесплатная",55.86620712,48.88426971,есть,,,возможна,,,Казань,ул. Нурихана Фаттаха,58500.0,1300.0,False
"Под магазин, кафе, салон на трафике",60000,"Ленинградская ул., 27Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pod_magazin_kafe_salon_na_trafike_4601016299?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,28 января 16:33,с улицы,,21.0,1.0,3 м,чистовая,25 кВт,,прямая,,административное здание,,на улице,55.863242,49.085097,есть,,,,,,Казань,Ленинградская ул.,60000.0,2857.1428571428573,False
"Сдам торговое помещение, 63 м²",283500,"Ново-Песочная ул., 40Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sdam_torgovoe_pomeschenie_63_m_4392139360?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,27 января 14:26,с улицы,,63.0,1.0,3 м,чистовая,,,прямая,,жилой дом,,на улице,55.776618,49.136966,,,,,,,Казань,Ново-Песочная ул.,283500.0,4500.0,False
Свободного назначения,148000,"Чистопольская ул., 26/5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_4392041697?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,27 января 12:49,с улицы,есть,80.0,1.0,2.8 м,офисная,40 кВт,,прямая,11 мес.,жилой дом,,на улице,55.81880569,49.11481476,есть,,,,,,Казань,Чистопольская ул.,148000.0,1850.0,False
"Свободного назначения, 86.6 м²",86600,"ул. Егорова, 3с. Высокая Гора",https://www.avito.ru/vysokaya_gora/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_86.6_m_5089641524?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,26 января 19:44,с улицы,есть,86.6,1.0,3.5 м,без отделки,"7 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.899512,49.327903,есть,100.0,,,,,Высокая Гора,"ул. Егорова, 3с.",86600.0,1000.0000000000001,False
"Часть помещения перед WB и ozon, 15 м²",38000,"Дорожная ул., 5с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/chast_pomescheniya_pered_wb_i_ozon_15_m_5090291522?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,26 января 19:21,с улицы,есть,15.0,1.0,3.5 м,чистовая,"20 кВт, можно увеличить",,прямая,11 мес.,жилой дом,,"на улице, бесплатная, подходит для грузового транспорта",55.874834,48.868792,,50.0,"коммунальные, эксплуатационные",,,,Осиново,"Дорожная ул., 5с.",38000.0,2533.3333333333335,False
Торговая площадь от 10 до 100 м²,850,"пр-т Нефтяников, 16Елабуга",https://www.avito.ru/elabuga/kommercheskaya_nedvizhimost/torgovaya_ploschad_ot_10_do_100_m_4842038139?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,24 января 11:04,с улицы,есть,100.0,1.0,3 м,чистовая,15 кВт,,прямая,,другой,,"на улице, бесплатная, подходит для грузового транспорта",55.75009813817736,52.01367507973558,есть,5.0,,возможна,,,Елабуга,пр-т Нефтяников,85000.0,850.0,True
Высокий трафик,100000,"ул. Галии Кайбицкой, 3Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/vysokiy_trafik_4914099233?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJwUzlzbExPVk90M3pTTzI3Ijt98EhPEj8AAAA,23 января 14:50,со двора,есть,94.7,1.0,2.9 м,офисная,,,прямая,,жилой дом,,на улице,55.780198,49.232672,,,,,,,Казань,ул. Галии Кайбицкой,100000.0,1055.9662090813094,False
"Свободного назначения, 75 м²",40000,"ул. Ахмадиева, 10пгт. Джалиль",https://www.avito.ru/dzhalil/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_75_m_4691693094?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,21 января 15:15,с улицы,есть,75.0,1.0,,чистовая,,центральное,прямая,,другой,первая линия,"на улице, бесплатная, подходит для грузового транспорта",55.021194,52.737297,есть,,,,,,Джалиль,"ул. Ахмадиева, 10пгт.",40000.0,533.3333333333334,False
"Торговая площадь, 20.42 м²",24507,"ул. Ленина, 4пгт. Васильево",https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/torgovaya_ploschad_20.42_m_4503440804?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,18 января 14:23,с улицы,,20.42,1.0,3 м,чистовая,10 кВт,,прямая,11 мес.,торговый центр,,"на улице, бесплатная",55.831276,48.675286,есть,8.0,эксплуатационные,,,,Васильево,"ул. Ленина, 4пгт.",24507.0,1200.146914789422,False
"Свободного назначения, 47.1 м²",900,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_47.1_m_4590627407?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,17 января 14:41,с улицы,есть,47.1,1.0,3.1 м,без отделки,,центральное,субаренда,,жилой дом,вторая линия и дальше,"на улице, бесплатная",55.869319,48.874388,есть,,,,,,Осиново,"ул. Марата Ахметшина, 2с.",42390.0,900.0,True
"Свободного назначения, 94.1 м²",900,"ул. Марата Ахметшина, 2с. Осиново",https://www.avito.ru/osinovo/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_94.1_m_4590670503?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,17 января 14:17,с улицы,есть,94.1,1.0,3.5 м,без отделки,,центральное,субаренда,,жилой дом,вторая линия и дальше,"на улице, бесплатная",55.869319,48.874388,есть,,,,,,Осиново,"ул. Марата Ахметшина, 2с.",84690.0,900.0,True
"Торговые площади, 27-35 м²",48600,"ул. Максимова, 47Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovye_ploschadi_27-35_m_4691240862?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,15 января 16:19,с улицы,,27.0,1.0,,офисная,15 кВт,,прямая,11 мес.,торговый центр,первая линия,"на улице, бесплатная",55.86305,49.078521,,,,,,,Казань,ул. Максимова,48600.0,1800.0,False
"Торговая площадь, 10 м²",35000,"ул. Маршала Чуйкова, 4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_10_m_4608003980?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,15 января 15:39,с улицы,,10.0,1.0,4 м,офисная,,центральное,прямая,11 мес.,торговый центр,первая линия,на улице,55.835629,49.104123,,,,возможна,,,Казань,ул. Маршала Чуйкова,35000.0,3500.0,False
Свободного назначения 35 м²,87500,"Даурская ул., 23Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_35_m_4460607218?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,15 января 15:10,с улицы,есть,35.0,1.0,3 м,чистовая,10 кВт,центральное,субаренда,11 мес.,жилой дом,первая линия,"на улице, бесплатная",55.765706,49.179941,,,,,,,Казань,Даурская ул.,87500.0,2500.0,False
Арена морского контейнера,8000,"Тульская ул., 39ЕКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/arena_morskogo_konteynera_4447276338?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,15 января 14:11,,есть,13.8,1.0,2.6 м,без отделки,,,прямая,1 мес.,другой,,,55.73280716,49.1400032,есть,,,,,,Казань,Тульская ул.,8000.0,579.7101449275362,False
"Контейнер под склад, 14.4 м²",5000,"Набережная ул., 11Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/konteyner_pod_sklad_14.4_m_4608189171?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,14 января 16:05,с улицы,,14.4,1.0,,без отделки,,нет,прямая,11 мес.,другой,,на улице,55.800327,49.043469,,,,,,,Казань,Набережная ул.,5000.0,347.22222222222223,False
Теплый Склад,250,"ул. Солидарности, 21Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/teplyy_sklad_4882264707?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,14 января 13:13,с улицы,есть,120.0,1.0,2.7 м,без отделки,,,прямая,11 мес.,жилой дом,,на улице,55.85988617,49.23121643,есть,,,,,,Казань,ул. Солидарности,30000.0,250.0,True
Торговая площадь на первой линии с отдельным входо,80000,"ул. Айдарова, 7АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_pervoy_linii_s_otdelnym_vhodo_4675742808?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJVaVR0VHRFSUQwOERPRVZHIjt9Lub7iD8AAAA,13 января 15:51,с улицы,есть,62.5,1.0,4.5 м,офисная,,,прямая,11 мес.,торговый центр,,"на улице, бесплатная",55.867455,49.090047,есть,,,,,,Казань,ул. Айдарова,80000.0,1280.0,False
