title,price,address,item_url,date,Вход,Общая площадь,Этаж,Отделка,Тип сделки,Арендаторы,Тип здания,Парковка,lat,lon,Высота потолков,Мощность электросети,Планировка,Готовность,Класс здания,Отдельный вход,Отопление,Удалённость от дороги,Количество парковочных мест
Свободного назначения,15000000,"ул. Гагарина, 65БКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7342681232?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,113.3 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.83868255225353,49.09787133000434,4 м,"40 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,20
Торговая площадь,40800000,"ул. Мусина, 59ИКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7342151057?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,356 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.82997131,49.12229538,4 м,"50 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,20
"Торговая площадь, 643.1 м²",68950000,"ул. Адоратского, 39ГКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_643.1_m_7342322323?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,643.1 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.838597,49.141906,4 м,"50 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,30
Торговая площадь,41450000,"ул. Кул Гали, 14АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_7342506449?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,388.3 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная",55.74906921,49.23143387,4 м,60 кВт,,в эксплуатации,,есть,центральное,первая линия,30
Склад габ в Вертелевке. Окупаемость - от 6 лет,69000000,"пр. Хезмэт, 26Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_gab_v_vertelevke._okupaemost_-_ot_6_let_7313738860?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,1080 м²,1,чистовая,продажа,помещение сдано,административное здание,"на улице, бесплатная, подходит для грузового транспорта",55.80969049205921,49.31597434756419,6.5 м,"100 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,10
Торговая площадь на остановке,3500000,"ул. 1 Мая, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_na_ostanovke_7322869306?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJ5dVVzanVxT0luRzA2UHZoIjt93BKn6j8AAAA,1 неделю назад,с улицы,10 м²,1,без отделки,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.812268671380124,49.06396695019916,2.8 м,15 кВт,,в эксплуатации,,есть,нет,,10
Торговое помещение на 1 линии,15000000,"ул. Таныш, 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_1_linii_7322658172?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,75 м²,1,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная, подходит для грузового транспорта",55.76224518,49.24400711,2.8 м,25 кВт,,в эксплуатации,,есть,,первая линия,20
Офис,10500000,"ул. Ленина, 141БАльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/ofis_7351886134?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,70 м²,1,офисная,продажа,,жилой дом,на улице,54.90004861898392,52.26132950935494,2.6 м,220 кВт,,в эксплуатации,,,центральное,первая линия,
"Продам габ, 516.9 м²",54190000,"ул. Ленина, 51Апгт. Васильево",https://www.avito.ru/vasilevo/kommercheskaya_nedvizhimost/prodam_gab_516.9_m_7353153156?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,516.9 м²,1,чистовая,продажа,,другой,на улице,55.831317,48.659574,,,,,,,,,
Офис,220000,"ул. Альфии Авзаловой, 5Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/ofis_7351754285?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,,9 м²,1,чистовая,продажа,,бизнес-центр,на улице,55.858636643233375,48.90561637184676,4 м,"15 кВт, можно увеличить",кабинетная,в эксплуатации,,,,,
"Торговая площадь, 300 м²",1000000,"ул. Владимира Ленина, 17/9Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/torgovaya_ploschad_300_m_7353190630?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,300 м²,1,чистовая,продажа,,другой,"на улице, бесплатная",54.54121399,52.799263,5 м,380 кВт,,в эксплуатации,,,нет,первая линия,90
Продается производственно-складская база 2466 кв.м,45000000,"Магистральная ул., 1/1Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_proizvodstvenno-skladskaya_baza_2466_kv.m_7333523866?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,2466 м²,1,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная",55.652161,52.273371,,,,в эксплуатации,C,,,,10
Производственный комплекс 6350 м²,350000000,"Мензелинский тракт, 40Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvennyy_kompleks_6350_m_7356740783?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,6350 м²,1,чистовая,продажа,,другой,"на улице, бесплатная",55.698858,52.410247,8 м,250 кВт,,в эксплуатации,,,центральное,,
"Свободного назначения, 59.2 м²",8400000,"ул. Рахимова, 21Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_59.2_m_7341713181?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,с улицы,59.2 м²,1,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.839618,49.030434,3.9 м,10 кВт,,в эксплуатации,,,центральное,первая линия,
Новый Теплый склад 480м2 В класса в Индустриальном парке-М7,60000000,"территория Промышленная Площадка Индустриальный Парк М7, 11/1Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/novyy_teplyy_sklad_480m2_v_klassa_v_industrialnom_parke-m7_7303036984?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,1 неделю назад,со двора,480 м²,1,чистовая,продажа,,другой,на улице,55.894354,48.967849,8 м,,,,,,,,
Склад,7000000,"Тэцевская ул., 269Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_7341734094?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,694.6 м²,1,чистовая,продажа,помещение сдано,другой,"на улице, бесплатная",55.85865021,48.98464584,6 м,5 кВт,,в эксплуатации,B,,центральное,,
Торговая площадь,2000000,"Базовая ул., 1ГАльметьевск",https://www.avito.ru/almetevsk/kommercheskaya_nedvizhimost/torgovaya_ploschad_7351366120?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,30 м²,1,офисная,продажа,,другой,на улице,54.89315284804,52.29313927138888,2.5 м,220 кВт,,в эксплуатации,,,автономное,первая линия,
"Производство, 238.4 м²",7200000,"Центральная ул., 49с. Ильбухтино",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvo_238.4_m_7333491055?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,238.4 м²,1,чистовая,продажа,,другой,на улице,55.787882,52.575088,4 м,"15 кВт, можно увеличить",,в эксплуатации,,,автономное,,
Производственная площадь 175 м2,22000000,"Автосборочный пр., 37Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/proizvodstvennaya_ploschad_175_m2_7314981990?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,175 м²,1,чистовая,продажа,,другой,на улице,55.715226,52.473551,4.6 м,15 кВт,,,,,,,
"Габ Магнит маркет, 74.3 м2 Бигичева",15500000,"ул. Хайдара Бигичева, 22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_magnit_market_74.3_m2_bigicheva_7314487200?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,74.3 м²,1,офисная,продажа,помещение сдано,другой,нет,55.788024,49.225108,,,,,,,,,
Продам габ 153 м2,10300000,"б-р имени Хусаина Ямашева, 12АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodam_gab_153_m2_7314619628?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,152 м²,1,офисная,продажа,,жилой дом,на улице,55.68872,52.30041,,,,,,есть,,,
Габ Магазин Победа,40000000,"Рыбная ул., 2АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/gab_magazin_pobeda_7314808918?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,674 м²,1,офисная,продажа,помещение сдано,торговый центр,нет,55.781641,49.238332,,,,,,,,,
Продается помещение с арендаторами,9600000,"пр-т Хасана Туфана, 23Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/prodaetsya_pomeschenie_s_arendatorami_7321523953?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,111.4 м²,1,чистовая,продажа,,другой,на улице,55.741966,52.39971,,,,,,,,,
"Свободного назначения, 91 м², доступ 24/7",25900000,"пр-т Ибрагимова, 32АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_91_m_dostup_247_7310364511?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,91 м²,1,офисная,продажа,,жилой дом,"на улице, бесплатная",55.832505,49.089822,3 м,6 кВт,,в эксплуатации,,есть,центральное,,
"Продажа помещений свободного назначения, от 70.8 м",300000,"ул. Баки Урманче, 4к4Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodazha_pomescheniy_svobodnogo_naznacheniya_ot_70.8_m_7349273691?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,70.8 м²,1,без отделки,продажа,,жилой дом,"на улице, бесплатная",55.733457,49.17721,3.4 м,15 кВт,,в эксплуатации,,есть,центральное,первая линия,10
Торговая площадь 121.1,250000,"ул. Карбышева, 12АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovaya_ploschad_121.1_7313676445?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,121.1 м²,1,без отделки,продажа,,жилой дом,в здании,55.75224304,49.16706085,4 м,50 кВт,,в эксплуатации,,,центральное,первая линия,
Торговая площадь,199000,"Автозаводский пр-т, 23АНабережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/torgovaya_ploschad_7322142677?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,10 м²,1,чистовая,продажа,,другой,на улице,55.7515831,52.43179703,,,,в эксплуатации,,,,,
"Продам торговое помещение, 103 м²",2700000,"Центральная ул., 39с. Нижние Метески",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_103_m_7322635184?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,103 м²,1,офисная,продажа,,торговый центр,на улице,56.137952,49.91744,,10 кВт,,,,есть,,,
"Продам торговое помещение, 87 м²",5150000,"ул. Коммуны, 5ААрск",https://www.avito.ru/arsk/kommercheskaya_nedvizhimost/prodam_torgovoe_pomeschenie_87_m_7322985835?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,87 м²,1,офисная,продажа,,торговый центр,на улице,56.078,49.886646,3 м,10 кВт,,,,,,,
"Помещение, 102.6 м² под магазин, вейпы, студию",24834000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pomeschenie_102.6_m_pod_magazin_veypy_studiyu_7312918887?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,102.6 м²,1,офисная,продажа,,бизнес-центр,"на улице, бесплатная, подходит для грузового транспорта",55.729133,49.173069,2.8 м,10 кВт,,в эксплуатации,,,центральное,первая линия,
Склад,2990000,"ул. Горького, 24Лаишево",https://www.avito.ru/laishevo/kommercheskaya_nedvizhimost/sklad_7294853320?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,74 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.40075567103071,49.55426939802331,2.5 м,"5 кВт, можно увеличить",,в эксплуатации,,есть,центральное,,4
Свободного назначения,5380000,"ул. Мусы Джалиля, 27Бугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_7350670671?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,56.8 м²,1,офисная,продажа,помещение сдано,жилой дом,"на улице, бесплатная, подходит для грузового транспорта",54.53601074,52.7961731,2.4 м,"220 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,5
Здание в центре города Мамадыш. габ Хороший доход,18000000,"ул. Мусы Джалиля, 18Мамадыш",https://www.avito.ru/mamadysh/kommercheskaya_nedvizhimost/zdanie_v_tsentre_goroda_mamadysh._gab_horoshiy_dohod_7328153594?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,727.5 м²,,офисная,продажа,помещение сдано,бизнес-центр,"на улице, бесплатная",55.71802,51.415929,3 м,,,в эксплуатации,,есть,центральное,,
"Склад, 1080 м²",62000000,"Ювелирная ул., 33Ад. Эстачи, коттеджный пос. Эстачи",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/sklad_1080_m_7294642115?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,1080 м²,1,чистовая,продажа,,другой,,55.86738708100634,49.369376386291506,6 м,150 кВт,,в эксплуатации,,есть,автономное,,
Торговая площадь,6500000,"ул. Энгельса, 55АЧистополь",https://www.avito.ru/chistopol/kommercheskaya_nedvizhimost/torgovaya_ploschad_7341045582?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,34 м²,1,чистовая,продажа,,жилой дом,на улице,55.36915734257833,50.621203730898316,2.7 м,"15 кВт, можно увеличить",,в эксплуатации,,есть,автономное,первая линия,
Помещение свободного назначения,1000000,"Деповская ул., 1АБугульма",https://www.avito.ru/bugulma/kommercheskaya_nedvizhimost/pomeschenie_svobodnogo_naznacheniya_7294516010?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,115 м²,1,офисная,продажа,,другой,на улице,54.51955414,52.82274246,3 м,220 кВт,,в эксплуатации,,,автономное,первая линия,
"Продаю габ, окупаемость 8 лет",10200000,"ул. Вересаева, 16Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/prodayu_gab_okupaemost_8_let_7316353147?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,80 м²,1,чистовая,продажа,помещение сдано,другой,"на улице, подходит для грузового транспорта",55.873293917856145,49.08874481291059,3 м,"30 кВт, можно увеличить",,в эксплуатации,,есть,центральное,первая линия,8
Быстрая окупаемость,110000000,"ул. Державина, 29с. Сокуры",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/bystraya_okupaemost_7298728536?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,530 м²,1,чистовая,продажа,,другой,на улице,55.617017,49.402193,,,,,,есть,,,
"Свободного назначения, 163 м²",35000000,"ул. Ярдем, 25Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_163_m_7321704348?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,163 м²,1,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.739083277405335,49.15122659524535,,,,в эксплуатации,,есть,центральное,первая линия,
"Свободного назначения, 100 м²",30000000,"ул. Шуртыгина, 32/22Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_100_m_7351482822?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,100 м²,1,офисная,продажа,помещение сдано,жилой дом,на улице,55.787715,49.174623,2.5 м,,,в эксплуатации,,есть,центральное,первая линия,
Производственно складское здание,75000000,"Промпарковая ул., 11д. Старое Кощаково",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/proizvodstvenno_skladskoe_zdanie_7322822595?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,,1080 м²,1,чистовая,продажа,,другой,"на улице, бесплатная, подходит для грузового транспорта",55.827616721658735,49.422425367307284,6.4 м,,,в эксплуатации,,,автономное,,10
Павильон на Солдатской,6300000,"Московский район, территория ГСК Маяк, 17Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/pavilon_na_soldatskoy_7328028844?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,27 м²,1,офисная,продажа,,другой,на улице,55.81737608738008,49.103686594606756,3 м,15 кВт,,в эксплуатации,,есть,нет,первая линия,
Торговая площадь,1,"ул. Крайнова, 127Бс. Базарные Матаки",https://www.avito.ru/bazarnye_mataki/kommercheskaya_nedvizhimost/torgovaya_ploschad_7338761965?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,200 м²,1,офисная,продажа,,другой,"на улице, бесплатная",54.90837479,49.93335724,,15 кВт,,в эксплуатации,,,,вторая линия и дальше,
Торговое помещение на трафике,40365000,"пр-т Альберта Камалеева, 30Казань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/torgovoe_pomeschenie_na_trafike_7316594046?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,113.7 м²,1,офисная,продажа,,жилой дом,на улице,55.785468,49.191916,,15 кВт,,,,есть,,,
Комплекс складов на М7 9000 кв из 6 корпусов по 1500,900000000,"промышленная площадка Зеленодольск, 12к1Зеленодольск",https://www.avito.ru/zelenodolsk/kommercheskaya_nedvizhimost/kompleks_skladov_na_m7_9000_kv_iz_6_korpusov_po_1500_7303437435?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,9000 м²,1,чистовая,продажа,,административное здание,на улице,55.850985,48.842067,10.5 м,,,,,,,,
"Свободного назначения, 206 м²",51500000,"ул. Гарифа Ахунова, 22АКазань",https://www.avito.ru/kazan/kommercheskaya_nedvizhimost/svobodnogo_naznacheniya_206_m_7308571667?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,206 м²,1,чистовая,продажа,,другой,"на улице, бесплатная",55.729133,49.173069,3 м,25 кВт,,в эксплуатации,,есть,,,20
"Готовый арендный бизнес, окупаемость 8 лет",15000000,"ул. Шамиля Усманова, 127Набережные Челны",https://www.avito.ru/naberezhnye_chelny/kommercheskaya_nedvizhimost/gotovyy_arendnyy_biznes_okupaemost_8_let_7333957985?context=H4sIAAAAAAAA_wE_AMD_YToyOntzOjEzOiJsb2NhbFByaW9yaXR5IjtiOjA7czoxOiJ4IjtzOjE2OiJJTjlqYm92QXVFTmVxRmhKIjt9j7bcxj8AAAA,2 недели назад,с улицы,115.9 м²,1,чистовая,продажа,,жилой дом,"на улице, бесплатная",55.7716713,52.43192291,2.6 м,"10 кВт, можно увеличить",,в эксплуатации,,есть,центральное,вторая линия и дальше,45
